p,0,1,2,3,4,5,6,7,8,9,10
0.00590000,0.94254206,0.00559400,0.00003320,0.00000020,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00600000,0.94159435,0.00568367,0.00003431,0.00000021,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00610000,0.94064750,0.00577317,0.00003543,0.00000022,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00620000,0.93970151,0.00586250,0.00003657,0.00000023,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00630000,0.93875637,0.00595166,0.00003773,0.00000024,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00640000,0.93781209,0.00604066,0.00003891,0.00000025,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00650000,0.93686867,0.00612949,0.00004010,0.00000026,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00660000,0.93592610,0.00621815,0.00004131,0.00000027,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00670000,0.93498438,0.00630665,0.00004254,0.00000029,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00680000,0.93404351,0.00639498,0.00004378,0.00000030,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00690000,0.93310350,0.00648315,0.00004504,0.00000031,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00700000,0.93216434,0.00657115,0.00004632,0.00000033,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00710000,0.93122603,0.00665898,0.00004762,0.00000034,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00720000,0.93028857,0.00674665,0.00004893,0.00000035,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00730000,0.92935196,0.00683416,0.00005026,0.00000037,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00740000,0.92841620,0.00692150,0.00005160,0.00000038,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00750000,0.92748128,0.00700867,0.00005296,0.00000040,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00760000,0.92654722,0.00709569,0.00005434,0.00000042,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00770000,0.92561400,0.00718253,0.00005573,0.00000043,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00780000,0.92468162,0.00726922,0.00005715,0.00000045,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00790000,0.92375010,0.00735574,0.00005857,0.00000047,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00800000,0.92281941,0.00744209,0.00006002,0.00000048,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00810000,0.92188957,0.00752828,0.00006148,0.00000050,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00820000,0.92096058,0.00761431,0.00006295,0.00000052,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00830000,0.92003242,0.00770018,0.00006445,0.00000054,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00840000,0.91910511,0.00778588,0.00006596,0.00000056,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00850000,0.91817864,0.00787143,0.00006748,0.00000058,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00860000,0.91725301,0.00795680,0.00006902,0.00000060,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00870000,0.91632822,0.00804202,0.00007058,0.00000062,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00880000,0.91540427,0.00812708,0.00007215,0.00000064,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00890000,0.91448116,0.00821197,0.00007374,0.00000066,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00900000,0.91355888,0.00829670,0.00007535,0.00000068,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00910000,0.91263745,0.00838127,0.00007697,0.00000071,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00920000,0.91171685,0.00846568,0.00007861,0.00000073,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00930000,0.91079708,0.00854993,0.00008026,0.00000075,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00940000,0.90987815,0.00863401,0.00008193,0.00000078,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00950000,0.90896006,0.00871794,0.00008361,0.00000080,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00960000,0.90804279,0.00880171,0.00008532,0.00000083,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00970000,0.90712637,0.00888531,0.00008703,0.00000085,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00980000,0.90621077,0.00896876,0.00008876,0.00000088,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00990000,0.90529601,0.00905205,0.00009051,0.00000091,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01000000,0.90438208,0.00913517,0.00009227,0.00000093,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01010000,0.90346897,0.00921814,0.00009405,0.00000096,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01020000,0.90255670,0.00930095,0.00009585,0.00000099,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01030000,0.90164526,0.00938360,0.00009766,0.00000102,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01040000,0.90073464,0.00946609,0.00009948,0.00000105,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01050000,0.89982486,0.00954842,0.00010132,0.00000108,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01060000,0.89891590,0.00963059,0.00010318,0.00000111,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01070000,0.89800776,0.00971261,0.00010505,0.00000114,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01080000,0.89710045,0.00979447,0.00010694,0.00000117,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01090000,0.89619397,0.00987616,0.00010884,0.00000120,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01100000,0.89528831,0.00995771,0.00011075,0.00000123,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01110000,0.89438348,0.01003909,0.00011268,0.00000126,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01120000,0.89347947,0.01012032,0.00011463,0.00000130,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01130000,0.89257628,0.01020139,0.00011659,0.00000133,0.00000002,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01140000,0.89167391,0.01028230,0.00011857,0.00000137,0.00000002,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01150000,0.89077237,0.01036306,0.00012056,0.00000140,0.00000002,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01160000,0.88987164,0.01044366,0.00012257,0.00000144,0.00000002,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01170000,0.88897174,0.01052410,0.00012459,0.00000147,0.00000002,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01180000,0.88807265,0.01060439,0.00012663,0.00000151,0.00000002,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01190000,0.88717438,0.01068452,0.00012868,0.00000155,0.00000002,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01200000,0.88627693,0.01076450,0.00013074,0.00000159,0.00000002,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01210000,0.88538030,0.01084432,0.00013282,0.00000163,0.00000002,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01220000,0.88448448,0.01092398,0.00013492,0.00000167,0.00000002,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01230000,0.88358948,0.01100349,0.00013703,0.00000171,0.00000002,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01240000,0.88269530,0.01108285,0.00013915,0.00000175,0.00000002,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01250000,0.88180193,0.01116205,0.00014129,0.00000179,0.00000002,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01260000,0.88090937,0.01124110,0.00014345,0.00000183,0.00000002,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01270000,0.88001762,0.01131999,0.00014561,0.00000187,0.00000002,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01280000,0.87912669,0.01139873,0.00014780,0.00000192,0.00000002,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01290000,0.87823657,0.01147731,0.00014999,0.00000196,0.00000003,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01300000,0.87734727,0.01155574,0.00015220,0.00000200,0.00000003,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01310000,0.87645877,0.01163402,0.00015443,0.00000205,0.00000003,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01320000,0.87557108,0.01171214,0.00015667,0.00000210,0.00000003,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01330000,0.87468420,0.01179011,0.00015892,0.00000214,0.00000003,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01340000,0.87379813,0.01186793,0.00016119,0.00000219,0.00000003,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01350000,0.87291287,0.01194559,0.00016347,0.00000224,0.00000003,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01360000,0.87202841,0.01202310,0.00016577,0.00000229,0.00000003,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01370000,0.87114477,0.01210046,0.00016808,0.00000233,0.00000003,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01380000,0.87026192,0.01217767,0.00017040,0.00000238,0.00000003,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01390000,0.86937989,0.01225472,0.00017274,0.00000243,0.00000003,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01400000,0.86849865,0.01233162,0.00017509,0.00000249,0.00000004,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01410000,0.86761823,0.01240838,0.00017746,0.00000254,0.00000004,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01420000,0.86673860,0.01248497,0.00017984,0.00000259,0.00000004,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01430000,0.86585978,0.01256142,0.00018223,0.00000264,0.00000004,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01440000,0.86498176,0.01263772,0.00018464,0.00000270,0.00000004,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01450000,0.86410454,0.01271387,0.00018706,0.00000275,0.00000004,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01460000,0.86322812,0.01278986,0.00018950,0.00000281,0.00000004,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01470000,0.86235250,0.01286571,0.00019195,0.00000286,0.00000004,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01480000,0.86147768,0.01294140,0.00019441,0.00000292,0.00000004,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01490000,0.86060366,0.01301695,0.00019689,0.00000298,0.00000005,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01500000,0.85973044,0.01309234,0.00019938,0.00000304,0.00000005,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01510000,0.85885802,0.01316759,0.00020188,0.00000310,0.00000005,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01520000,0.85798639,0.01324268,0.00020440,0.00000315,0.00000005,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01530000,0.85711556,0.01331763,0.00020693,0.00000322,0.00000005,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01540000,0.85624552,0.01339242,0.00020947,0.00000328,0.00000005,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01550000,0.85537628,0.01346707,0.00021203,0.00000334,0.00000005,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01560000,0.85450784,0.01354157,0.00021460,0.00000340,0.00000005,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01570000,0.85364018,0.01361592,0.00021718,0.00000346,0.00000006,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01580000,0.85277332,0.01369012,0.00021978,0.00000353,0.00000006,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01590000,0.85190726,0.01376418,0.00022239,0.00000359,0.00000006,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01600000,0.85104198,0.01383808,0.00022501,0.00000366,0.00000006,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01610000,0.85017750,0.01391184,0.00022765,0.00000373,0.00000006,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01620000,0.84931380,0.01398545,0.00023030,0.00000379,0.00000006,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01630000,0.84845090,0.01405891,0.00023296,0.00000386,0.00000006,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01640000,0.84758878,0.01413222,0.00023563,0.00000393,0.00000007,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01650000,0.84672746,0.01420539,0.00023832,0.00000400,0.00000007,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01660000,0.84586692,0.01427841,0.00024102,0.00000407,0.00000007,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01670000,0.84500717,0.01435129,0.00024374,0.00000414,0.00000007,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01680000,0.84414820,0.01442401,0.00024646,0.00000421,0.00000007,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01690000,0.84329002,0.01449659,0.00024920,0.00000428,0.00000007,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01700000,0.84243263,0.01456903,0.00025196,0.00000436,0.00000008,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01710000,0.84157602,0.01464132,0.00025472,0.00000443,0.00000008,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01720000,0.84072019,0.01471346,0.00025750,0.00000451,0.00000008,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01730000,0.83986515,0.01478546,0.00026029,0.00000458,0.00000008,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01740000,0.83901089,0.01485731,0.00026309,0.00000466,0.00000008,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01750000,0.83815741,0.01492901,0.00026591,0.00000474,0.00000008,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01760000,0.83730472,0.01500057,0.00026874,0.00000481,0.00000009,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01770000,0.83645280,0.01507199,0.00027158,0.00000489,0.00000009,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01780000,0.83560167,0.01514326,0.00027443,0.00000497,0.00000009,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01790000,0.83475131,0.01521439,0.00027730,0.00000505,0.00000009,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01800000,0.83390174,0.01528537,0.00028018,0.00000514,0.00000009,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01810000,0.83305294,0.01535621,0.00028307,0.00000522,0.00000010,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01820000,0.83220492,0.01542690,0.00028597,0.00000530,0.00000010,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01830000,0.83135767,0.01549745,0.00028889,0.00000539,0.00000010,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01840000,0.83051121,0.01556785,0.00029182,0.00000547,0.00000010,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01850000,0.82966552,0.01563812,0.00029476,0.00000556,0.00000010,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01860000,0.82882060,0.01570824,0.00029771,0.00000564,0.00000011,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01870000,0.82797646,0.01577821,0.00030068,0.00000573,0.00000011,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01880000,0.82713309,0.01584805,0.00030365,0.00000582,0.00000011,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01890000,0.82629050,0.01591774,0.00030664,0.00000591,0.00000011,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01900000,0.82544867,0.01598728,0.00030964,0.00000600,0.00000012,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01910000,0.82460762,0.01605669,0.00031265,0.00000609,0.00000012,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.01920000,0.82376734,0.01612595,0.00031568,0.00000618,0.00000012,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
