p,0,1,2,3,4,5,6,7,8,9,10
0.03430000,0.70537866,0.02505383,0.00088987,0.00003161,0.00000112,0.00000004,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.03440000,0.70464856,0.02510347,0.00089432,0.00003186,0.00000114,0.00000004,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.03450000,0.70391915,0.02515299,0.00089879,0.00003212,0.00000115,0.00000004,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.03460000,0.70319042,0.02520239,0.00090326,0.00003237,0.00000116,0.00000004,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.03470000,0.70246237,0.02525168,0.00090773,0.00003263,0.00000117,0.00000004,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.03480000,0.70173499,0.02530085,0.00091221,0.00003289,0.00000119,0.00000004,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.03490000,0.70100829,0.02534990,0.00091670,0.00003315,0.00000120,0.00000004,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.03500000,0.70028227,0.02539884,0.00092120,0.00003341,0.00000121,0.00000004,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.03510000,0.69955693,0.02544766,0.00092571,0.00003367,0.00000122,0.00000004,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.03520000,0.69883226,0.02549637,0.00093022,0.00003394,0.00000124,0.00000005,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.03530000,0.69810827,0.02554496,0.00093473,0.00003420,0.00000125,0.00000005,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.03540000,0.69738496,0.02559344,0.00093926,0.00003447,0.00000127,0.00000005,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.03550000,0.69666232,0.02564180,0.00094379,0.00003474,0.00000128,0.00000005,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.03560000,0.69594035,0.02569004,0.00094833,0.00003501,0.00000129,0.00000005,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.03570000,0.69521906,0.02573817,0.00095287,0.00003528,0.00000131,0.00000005,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.03580000,0.69449844,0.02578619,0.00095742,0.00003555,0.00000132,0.00000005,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.03590000,0.69377849,0.02583409,0.00096198,0.00003582,0.00000133,0.00000005,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.03600000,0.69305921,0.02588188,0.00096654,0.00003609,0.00000135,0.00000005,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.03610000,0.69234060,0.02592955,0.00097111,0.00003637,0.00000136,0.00000005,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.03620000,0.69162267,0.02597711,0.00097569,0.00003665,0.00000138,0.00000005,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.03630000,0.69090540,0.02602456,0.00098028,0.00003692,0.00000139,0.00000005,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.03640000,0.69018881,0.02607189,0.00098487,0.00003720,0.00000141,0.00000005,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.03650000,0.68947288,0.02611911,0.00098946,0.00003748,0.00000142,0.00000005,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.03660000,0.68875762,0.02616621,0.00099407,0.00003777,0.00000143,0.00000005,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.03670000,0.68804303,0.02621320,0.00099868,0.00003805,0.00000145,0.00000006,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.03680000,0.68732911,0.02626008,0.00100329,0.00003833,0.00000146,0.00000006,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.03690000,0.68661586,0.02630685,0.00100791,0.00003862,0.00000148,0.00000006,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.03700000,0.68590327,0.02635350,0.00101254,0.00003890,0.00000149,0.00000006,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.03710000,0.68519134,0.02640004,0.00101718,0.00003919,0.00000151,0.00000006,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.03720000,0.68448008,0.02644647,0.00102182,0.00003948,0.00000153,0.00000006,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.03730000,0.68376949,0.02649278,0.00102647,0.00003977,0.00000154,0.00000006,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.03740000,0.68305956,0.02653899,0.00103112,0.00004006,0.00000156,0.00000006,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.03750000,0.68235029,0.02658508,0.00103578,0.00004036,0.00000157,0.00000006,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.03760000,0.68164169,0.02663106,0.00104045,0.00004065,0.00000159,0.00000006,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.03770000,0.68093375,0.02667692,0.00104512,0.00004094,0.00000160,0.00000006,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.03780000,0.68022647,0.02672268,0.00104980,0.00004124,0.00000162,0.00000006,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.03790000,0.67951985,0.02676832,0.00105448,0.00004154,0.00000164,0.00000006,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.03800000,0.67881389,0.02681385,0.00105918,0.00004184,0.00000165,0.00000007,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.03810000,0.67810859,0.02685928,0.00106387,0.00004214,0.00000167,0.00000007,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.03820000,0.67740395,0.02690459,0.00106857,0.00004244,0.00000169,0.00000007,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.03830000,0.67669998,0.02694979,0.00107328,0.00004274,0.00000170,0.00000007,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.03840000,0.67599665,0.02699487,0.00107800,0.00004305,0.00000172,0.00000007,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.03850000,0.67529399,0.02703985,0.00108272,0.00004335,0.00000174,0.00000007,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.03860000,0.67459199,0.02708472,0.00108745,0.00004366,0.00000175,0.00000007,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.03870000,0.67389064,0.02712948,0.00109218,0.00004397,0.00000177,0.00000007,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.03880000,0.67318995,0.02717413,0.00109692,0.00004428,0.00000179,0.00000007,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.03890000,0.67248991,0.02721866,0.00110166,0.00004459,0.00000180,0.00000007,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.03900000,0.67179053,0.02726309,0.00110641,0.00004490,0.00000182,0.00000007,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.03910000,0.67109180,0.02730741,0.00111117,0.00004521,0.00000184,0.00000007,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.03920000,0.67039373,0.02735162,0.00111593,0.00004553,0.00000186,0.00000008,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.03930000,0.66969631,0.02739572,0.00112069,0.00004585,0.00000188,0.00000008,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.03940000,0.66899955,0.02743971,0.00112547,0.00004616,0.00000189,0.00000008,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.03950000,0.66830343,0.02748359,0.00113025,0.00004648,0.00000191,0.00000008,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.03960000,0.66760797,0.02752736,0.00113503,0.00004680,0.00000193,0.00000008,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.03970000,0.66691316,0.02757102,0.00113982,0.00004712,0.00000195,0.00000008,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.03980000,0.66621900,0.02761458,0.00114462,0.00004744,0.00000197,0.00000008,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.03990000,0.66552549,0.02765802,0.00114942,0.00004777,0.00000199,0.00000008,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.04000000,0.66483264,0.02770136,0.00115422,0.00004809,0.00000200,0.00000008,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.04010000,0.66414043,0.02774459,0.00115904,0.00004842,0.00000202,0.00000008,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.04020000,0.66344887,0.02778771,0.00116385,0.00004875,0.00000204,0.00000009,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.04030000,0.66275795,0.02783072,0.00116868,0.00004908,0.00000206,0.00000009,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.04040000,0.66206769,0.02787363,0.00117350,0.00004941,0.00000208,0.00000009,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.04050000,0.66137807,0.02791643,0.00117834,0.00004974,0.00000210,0.00000009,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.04060000,0.66068910,0.02795912,0.00118318,0.00005007,0.00000212,0.00000009,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.04070000,0.66000077,0.02800170,0.00118802,0.00005040,0.00000214,0.00000009,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.04080000,0.65931309,0.02804418,0.00119287,0.00005074,0.00000216,0.00000009,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.04090000,0.65862606,0.02808655,0.00119773,0.00005108,0.00000218,0.00000009,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.04100000,0.65793967,0.02812881,0.00120259,0.00005141,0.00000220,0.00000009,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.04110000,0.65725392,0.02817096,0.00120745,0.00005175,0.00000222,0.00000010,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.04120000,0.65656882,0.02821301,0.00121232,0.00005209,0.00000224,0.00000010,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.04130000,0.65588436,0.02825495,0.00121720,0.00005244,0.00000226,0.00000010,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.04140000,0.65520054,0.02829679,0.00122208,0.00005278,0.00000228,0.00000010,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.04150000,0.65451736,0.02833852,0.00122697,0.00005312,0.00000230,0.00000010,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.04160000,0.65383483,0.02838014,0.00123186,0.00005347,0.00000232,0.00000010,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.04170000,0.65315293,0.02842166,0.00123676,0.00005382,0.00000234,0.00000010,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.04180000,0.65247168,0.02846307,0.00124166,0.00005417,0.00000236,0.00000010,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.04190000,0.65179106,0.02850438,0.00124656,0.00005452,0.00000238,0.00000010,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.04200000,0.65111109,0.02854558,0.00125148,0.00005487,0.00000241,0.00000011,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.04210000,0.65043175,0.02858668,0.00125639,0.00005522,0.00000243,0.00000011,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.04220000,0.64975305,0.02862767,0.00126132,0.00005557,0.00000245,0.00000011,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.04230000,0.64907499,0.02866855,0.00126624,0.00005593,0.00000247,0.00000011,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.04240000,0.64839756,0.02870933,0.00127117,0.00005628,0.00000249,0.00000011,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.04250000,0.64772077,0.02875001,0.00127611,0.00005664,0.00000251,0.00000011,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.04260000,0.64704462,0.02879058,0.00128105,0.00005700,0.00000254,0.00000011,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04270000,0.64636910,0.02883105,0.00128600,0.00005736,0.00000256,0.00000011,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04280000,0.64569422,0.02887141,0.00129095,0.00005772,0.00000258,0.00000012,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04290000,0.64501997,0.02891167,0.00129590,0.00005809,0.00000260,0.00000012,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04300000,0.64434636,0.02895182,0.00130087,0.00005845,0.00000263,0.00000012,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04310000,0.64367338,0.02899187,0.00130583,0.00005882,0.00000265,0.00000012,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04320000,0.64300103,0.02903182,0.00131080,0.00005918,0.00000267,0.00000012,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04330000,0.64232931,0.02907166,0.00131578,0.00005955,0.00000270,0.00000012,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04340000,0.64165822,0.02911140,0.00132076,0.00005992,0.00000272,0.00000012,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04350000,0.64098777,0.02915104,0.00132574,0.00006029,0.00000274,0.00000012,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04360000,0.64031795,0.02919057,0.00133073,0.00006066,0.00000277,0.00000013,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04370000,0.63964875,0.02923000,0.00133572,0.00006104,0.00000279,0.00000013,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04380000,0.63898019,0.02926933,0.00134072,0.00006141,0.00000281,0.00000013,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04390000,0.63831225,0.02930855,0.00134572,0.00006179,0.00000284,0.00000013,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04400000,0.63764495,0.02934768,0.00135073,0.00006217,0.00000286,0.00000013,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04410000,0.63697827,0.02938669,0.00135574,0.00006255,0.00000289,0.00000013,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04420000,0.63631222,0.02942561,0.00136076,0.00006293,0.00000291,0.00000013,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04430000,0.63564679,0.02946443,0.00136578,0.00006331,0.00000293,0.00000014,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04440000,0.63498199,0.02950314,0.00137080,0.00006369,0.00000296,0.00000014,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04450000,0.63431782,0.02954175,0.00137583,0.00006408,0.00000298,0.00000014,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04460000,0.63365428,0.02958026,0.00138087,0.00006446,0.00000301,0.00000014,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04470000,0.63299135,0.02961867,0.00138590,0.00006485,0.00000303,0.00000014,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04480000,0.63232906,0.02965697,0.00139095,0.00006524,0.00000306,0.00000014,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04490000,0.63166738,0.02969518,0.00139599,0.00006563,0.00000309,0.00000015,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04500000,0.63100633,0.02973328,0.00140104,0.00006602,0.00000311,0.00000015,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04510000,0.63034590,0.02977129,0.00140610,0.00006641,0.00000314,0.00000015,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04520000,0.62968610,0.02980919,0.00141116,0.00006680,0.00000316,0.00000015,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04530000,0.62902691,0.02984699,0.00141622,0.00006720,0.00000319,0.00000015,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04540000,0.62836835,0.02988469,0.00142129,0.00006760,0.00000321,0.00000015,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04550000,0.62771040,0.02992229,0.00142636,0.00006799,0.00000324,0.00000015,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04560000,0.62705308,0.02995979,0.00143144,0.00006839,0.00000327,0.00000016,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04570000,0.62639638,0.02999719,0.00143652,0.00006879,0.00000329,0.00000016,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04580000,0.62574029,0.03003448,0.00144160,0.00006919,0.00000332,0.00000016,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04590000,0.62508483,0.03007168,0.00144669,0.00006960,0.00000335,0.00000016,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04600000,0.62442998,0.03010878,0.00145179,0.00007000,0.00000338,0.00000016,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04610000,0.62377575,0.03014578,0.00145688,0.00007041,0.00000340,0.00000016,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04620000,0.62312214,0.03018268,0.00146198,0.00007082,0.00000343,0.00000017,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04630000,0.62246914,0.03021948,0.00146709,0.00007122,0.00000346,0.00000017,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04640000,0.62181676,0.03025618,0.00147220,0.00007163,0.00000349,0.00000017,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04650000,0.62116500,0.03029279,0.00147731,0.00007204,0.00000351,0.00000017,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04660000,0.62051384,0.03032929,0.00148243,0.00007246,0.00000354,0.00000017,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04670000,0.61986331,0.03036569,0.00148755,0.00007287,0.00000357,0.00000017,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04680000,0.61921339,0.03040200,0.00149267,0.00007329,0.00000360,0.00000018,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04690000,0.61856408,0.03043821,0.00149780,0.00007370,0.00000363,0.00000018,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04700000,0.61791538,0.03047432,0.00150293,0.00007412,0.00000366,0.00000018,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04710000,0.61726730,0.03051033,0.00150807,0.00007454,0.00000368,0.00000018,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04720000,0.61661983,0.03054624,0.00151321,0.00007496,0.00000371,0.00000018,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04730000,0.61597297,0.03058205,0.00151835,0.00007538,0.00000374,0.00000019,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04740000,0.61532672,0.03061777,0.00152350,0.00007581,0.00000377,0.00000019,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04750000,0.61468108,0.03065339,0.00152865,0.00007623,0.00000380,0.00000019,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04760000,0.61403605,0.03068891,0.00153380,0.00007666,0.00000383,0.00000019,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04770000,0.61339163,0.03072433,0.00153896,0.00007709,0.00000386,0.00000019,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04780000,0.61274782,0.03075966,0.00154412,0.00007751,0.00000389,0.00000020,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04790000,0.61210461,0.03079489,0.00154929,0.00007794,0.00000392,0.00000020,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04800000,0.61146202,0.03083002,0.00155445,0.00007838,0.00000395,0.00000020,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04810000,0.61082003,0.03086505,0.00155963,0.00007881,0.00000398,0.00000020,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04820000,0.61017865,0.03089999,0.00156480,0.00007924,0.00000401,0.00000020,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04830000,0.60953787,0.03093483,0.00156998,0.00007968,0.00000404,0.00000021,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04840000,0.60889770,0.03096958,0.00157517,0.00008012,0.00000407,0.00000021,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04850000,0.60825814,0.03100422,0.00158035,0.00008055,0.00000411,0.00000021,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04860000,0.60761918,0.03103878,0.00158554,0.00008099,0.00000414,0.00000021,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04870000,0.60698082,0.03107323,0.00159074,0.00008143,0.00000417,0.00000021,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04880000,0.60634307,0.03110759,0.00159593,0.00008188,0.00000420,0.00000022,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04890000,0.60570592,0.03114186,0.00160113,0.00008232,0.00000423,0.00000022,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04900000,0.60506937,0.03117602,0.00160634,0.00008277,0.00000426,0.00000022,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04910000,0.60443343,0.03121010,0.00161154,0.00008321,0.00000430,0.00000022,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04920000,0.60379808,0.03124407,0.00161675,0.00008366,0.00000433,0.00000022,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04930000,0.60316334,0.03127796,0.00162197,0.00008411,0.00000436,0.00000023,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04940000,0.60252920,0.03131174,0.00162718,0.00008456,0.00000439,0.00000023,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04950000,0.60189566,0.03134543,0.00163240,0.00008501,0.00000443,0.00000023,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04960000,0.60126272,0.03137903,0.00163763,0.00008547,0.00000446,0.00000023,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04970000,0.60063038,0.03141253,0.00164285,0.00008592,0.00000449,0.00000024,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04980000,0.59999863,0.03144594,0.00164808,0.00008638,0.00000453,0.00000024,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.04990000,0.59936749,0.03147925,0.00165332,0.00008683,0.00000456,0.00000024,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.05000000,0.59873694,0.03151247,0.00165855,0.00008729,0.00000459,0.00000024,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.05010000,0.59810699,0.03154559,0.00166379,0.00008775,0.00000463,0.00000024,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.05020000,0.59747763,0.03157862,0.00166903,0.00008821,0.00000466,0.00000025,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.05030000,0.59684888,0.03161156,0.00167428,0.00008868,0.00000470,0.00000025,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.05040000,0.59622071,0.03164440,0.00167953,0.00008914,0.00000473,0.00000025,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.05050000,0.59559315,0.03167715,0.00168478,0.00008961,0.00000477,0.00000025,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.05060000,0.59496617,0.03170980,0.00169003,0.00009007,0.00000480,0.00000026,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.05070000,0.59433979,0.03174237,0.00169529,0.00009054,0.00000484,0.00000026,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.05080000,0.59371401,0.03177483,0.00170055,0.00009101,0.00000487,0.00000026,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.05090000,0.59308882,0.03180721,0.00170581,0.00009148,0.00000491,0.00000026,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.05100000,0.59246422,0.03183949,0.00171108,0.00009195,0.00000494,0.00000027,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.05110000,0.59184021,0.03187168,0.00171635,0.00009243,0.00000498,0.00000027,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.05120000,0.59121679,0.03190377,0.00172162,0.00009290,0.00000501,0.00000027,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.05130000,0.59059397,0.03193578,0.00172690,0.00009338,0.00000505,0.00000027,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.05140000,0.58997173,0.03196769,0.00173217,0.00009386,0.00000509,0.00000028,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
0.05150000,0.58935009,0.03199950,0.00173745,0.00009434,0.00000512,0.00000028,0.00000002,0.00000000,0.00000000,0.00000000,0.00000000
0.05160000,0.58872903,0.03203123,0.00174274,0.00009482,0.00000516,0.00000028,0.00000002,0.00000000,0.00000000,0.00000000,0.00000000
0.05170000,0.58810857,0.03206286,0.00174802,0.00009530,0.00000520,0.00000028,0.00000002,0.00000000,0.00000000,0.00000000,0.00000000
0.05180000,0.58748869,0.03209440,0.00175331,0.00009578,0.00000523,0.00000029,0.00000002,0.00000000,0.00000000,0.00000000,0.00000000
0.05190000,0.58686940,0.03212585,0.00175860,0.00009627,0.00000527,0.00000029,0.00000002,0.00000000,0.00000000,0.00000000,0.00000000
0.05200000,0.58625070,0.03215721,0.00176390,0.00009675,0.00000531,0.00000029,0.00000002,0.00000000,0.00000000,0.00000000,0.00000000
0.05210000,0.58563258,0.03218848,0.00176919,0.00009724,0.00000534,0.00000029,0.00000002,0.00000000,0.00000000,0.00000000,0.00000000
0.05220000,0.58501506,0.03221965,0.00177449,0.00009773,0.00000538,0.00000030,0.00000002,0.00000000,0.00000000,0.00000000,0.00000000
0.05230000,0.58439811,0.03225073,0.00177980,0.00009822,0.00000542,0.00000030,0.00000002,0.00000000,0.00000000,0.00000000,0.00000000
0.05240000,0.58378176,0.03228173,0.00178510,0.00009871,0.00000546,0.00000030,0.00000002,0.00000000,0.00000000,0.00000000,0.00000000
0.05250000,0.58316599,0.03231263,0.00179041,0.00009920,0.00000550,0.00000030,0.00000002,0.00000000,0.00000000,0.00000000,0.00000000
0.05260000,0.58255080,0.03234344,0.00179572,0.00009970,0.00000554,0.00000031,0.00000002,0.00000000,0.00000000,0.00000000,0.00000000
0.05270000,0.58193620,0.03237416,0.00180103,0.00010019,0.00000557,0.00000031,0.00000002,0.00000000,0.00000000,0.00000000,0.00000000
0.05280000,0.58132218,0.03240478,0.00180635,0.00010069,0.00000561,0.00000031,0.00000002,0.00000000,0.00000000,0.00000000,0.00000000
0.05290000,0.58070874,0.03243532,0.00181167,0.00010119,0.00000565,0.00000032,0.00000002,0.00000000,0.00000000,0.00000000,0.00000000
0.05300000,0.58009589,0.03246577,0.00181699,0.00010169,0.00000569,0.00000032,0.00000002,0.00000000,0.00000000,0.00000000,0.00000000
0.05310000,0.57948362,0.03249612,0.00182231,0.00010219,0.00000573,0.00000032,0.00000002,0.00000000,0.00000000,0.00000000,0.00000000
0.05320000,0.57887193,0.03252639,0.00182763,0.00010269,0.00000577,0.00000032,0.00000002,0.00000000,0.00000000,0.00000000,0.00000000
0.05330000,0.57826082,0.03255657,0.00183296,0.00010320,0.00000581,0.00000033,0.00000002,0.00000000,0.00000000,0.00000000,0.00000000
0.05340000,0.57765030,0.03258665,0.00183829,0.00010370,0.00000585,0.00000033,0.00000002,0.00000000,0.00000000,0.00000000,0.00000000
0.05350000,0.57704035,0.03261665,0.00184362,0.00010421,0.00000589,0.00000033,0.00000002,0.00000000,0.00000000,0.00000000,0.00000000
0.05360000,0.57643098,0.03264656,0.00184896,0.00010472,0.00000593,0.00000034,0.00000002,0.00000000,0.00000000,0.00000000,0.00000000
